Suburb,Rooms,Type,Price,Distance,Bathroom,Car,Lattitude,Longtitude,Region,Year
Niddrie,3,h,810000.0,11.2,2.0,1.0,-37.738,144.8865,Western Metropolitan,2017
Niddrie,3,h,1200000.0,11.2,1.0,1.0,-37.7436,144.8856,Western Metropolitan,2017
Niddrie,3,h,850000.0,11.2,2.0,2.0,-37.736,144.8771,Western Metropolitan,2017
Niddrie,3,h,944000.0,11.2,1.0,2.0,-37.7473,144.8905,Western Metropolitan,2017
Niddrie,2,u,510000.0,11.2,1.0,1.0,-37.7343,144.8824,Western Metropolitan,2017
Niddrie,1,u,325000.0,11.2,1.0,1.0,-37.7355,144.8874,Western Metropolitan,2017
Niddrie,3,t,800000.0,11.2,2.0,2.0,-37.7418,144.8833,Western Metropolitan,2017
Niddrie,3,h,1450000.0,11.2,1.0,1.0,-37.7368,144.8886,Western Metropolitan,2017
Niddrie,3,u,500000.0,11.2,1.0,1.0,-37.736,144.8886,Western Metropolitan,2017
Niddrie,1,h,1405000.0,11.2,1.0,0.0,-37.7356,144.8799,Western Metropolitan,2017
Northcote,2,h,1343000.0,5.5,1.0,1.0,-37.777,144.992,Northern Metropolitan,2017
Northcote,2,u,680000.0,5.5,2.0,1.0,-37.7679,144.9994,Northern Metropolitan,2017
Northcote,2,h,695000.0,5.5,1.0,1.0,-37.7715,145.0075,Northern Metropolitan,2017
Northcote,2,u,420000.0,5.5,1.0,1.0,-37.7836,145.0139,Northern Metropolitan,2017
Northcote,3,h,1300000.0,5.5,1.0,0.0,-37.7717,144.995,Northern Metropolitan,2017
Northcote,2,h,995000.0,5.5,1.0,2.0,-37.7634,144.9985,Northern Metropolitan,2017
Northcote,5,h,1750000.0,5.5,2.0,0.0,-37.7751,145.0099,Northern Metropolitan,2017
Northcote,4,h,1822000.0,5.5,1.0,8.0,-37.7825,145.0072,Northern Metropolitan,2017
Northcote,1,u,280000.0,5.5,1.0,1.0,-37.7827,145.0113,Northern Metropolitan,2017
Northcote,2,h,1100000.0,5.5,1.0,1.0,-37.7767,144.9924,Northern Metropolitan,2017
Northcote,3,h,1610000.0,5.5,2.0,1.0,-37.7744,145.0077,Northern Metropolitan,2017
Northcote,2,h,970000.0,5.5,1.0,1.0,-37.7681,145.0119,Northern Metropolitan,2017
Northcote,2,h,970000.0,5.5,2.0,1.0,-37.7806,145.0097,Northern Metropolitan,2017
Northcote,4,h,2990000.0,5.5,1.0,2.0,-37.7721,145.0004,Northern Metropolitan,2017
Northcote,2,h,1050000.0,5.5,1.0,1.0,-37.7659,144.9903,Northern Metropolitan,2017
Northcote,2,h,1290000.0,5.5,1.0,0.0,-37.7741,145.0073,Northern Metropolitan,2017
Northcote,2,u,471250.0,5.5,1.0,1.0,-37.7836,145.0139,Northern Metropolitan,2017
Northcote,3,h,1235000.0,5.5,1.0,1.0,-37.7677,145.0142,Northern Metropolitan,2017
Oak Park,2,t,600000.0,11.5,1.0,1.0,-37.712,144.9175,Northern Metropolitan,2017
Oak Park,3,h,955000.0,11.5,1.0,2.0,-37.7167,144.9127,Northern Metropolitan,2017
Oak Park,3,u,601000.0,11.5,1.0,2.0,-37.7131,144.9091,Northern Metropolitan,2017
Oak Park,3,h,755000.0,11.5,2.0,1.0,-37.7166,144.9104,Northern Metropolitan,2017
Oak Park,3,h,1400000.0,11.5,1.0,3.0,-37.7167,144.9216,Northern Metropolitan,2017
Oak Park,5,h,1005000.0,11.5,3.0,2.0,-37.719,144.9254,Northern Metropolitan,2017
Oak Park,4,h,860000.0,11.5,2.0,2.0,-37.7149,144.9153,Northern Metropolitan,2017
Oak Park,5,h,1306000.0,11.5,3.0,3.0,-37.7206,144.9194,Northern Metropolitan,2017
Oak Park,4,h,1250000.0,11.5,2.0,3.0,-37.7136,144.927,Northern Metropolitan,2017
Oak Park,3,u,648000.0,11.5,1.0,1.0,-37.7188,144.9243,Northern Metropolitan,2017
Oakleigh,4,h,2525000.0,14.0,2.0,0.0,-37.8952,145.0928,Southern Metropolitan,2017
Oakleigh,4,h,1615000.0,14.0,2.0,2.0,-37.91,145.096,Southern Metropolitan,2017
Oakleigh,3,u,655000.0,14.0,1.0,2.0,-37.8946,145.0944,Southern Metropolitan,2017
Oakleigh,5,h,1351000.0,14.0,3.0,2.0,-37.9098,145.097,Southern Metropolitan,2017
Oakleigh,3,h,1205000.0,14.0,2.0,1.0,-37.9066,145.0869,Southern Metropolitan,2017
Oakleigh,2,h,676000.0,14.0,1.0,2.0,-37.9067,145.0921,Southern Metropolitan,2017
Oakleigh,4,h,1145000.0,14.0,2.0,2.0,-37.895,145.1014,Southern Metropolitan,2017
Oakleigh,4,h,1600000.0,14.0,3.0,4.0,-37.8999,145.0993,Southern Metropolitan,2017
Oakleigh,4,h,1840000.0,14.0,2.0,2.0,-37.898,145.0928,Southern Metropolitan,2017
Ormond,3,h,1300000.0,11.8,2.0,2.0,-37.9067,145.053,Southern Metropolitan,2017
Ormond,5,h,2250000.0,11.8,2.0,2.0,-37.908,145.0502,Southern Metropolitan,2017
Ormond,2,u,437500.0,11.8,1.0,1.0,-37.9023,145.0461,Southern Metropolitan,2017
Ormond,3,u,960000.0,11.8,2.0,2.0,-37.9034,145.0409,Southern Metropolitan,2017
Ormond,4,h,1486000.0,11.8,2.0,1.0,-37.9051,145.0473,Southern Metropolitan,2017
Ormond,4,t,1425000.0,11.8,2.0,2.0,-37.9084,145.0532,Southern Metropolitan,2017
Ormond,1,u,311500.0,11.8,1.0,1.0,-37.9032,145.0455,Southern Metropolitan,2017
Parkville,3,u,835000.0,2.6,1.0,1.0,-37.7867,144.9572,Northern Metropolitan,2017
Parkville,4,h,3970000.0,2.6,3.0,1.0,-37.7959,144.9569,Northern Metropolitan,2017
Parkville,3,h,2790000.0,2.6,2.0,1.0,-37.7961,144.9538,Northern Metropolitan,2017
Pascoe Vale,3,h,755000.0,9.9,2.0,2.0,-37.7215,144.9251,Northern Metropolitan,2017
Pascoe Vale,2,h,750000.0,9.9,1.0,2.0,-37.7189,144.9508,Northern Metropolitan,2017
Pascoe Vale,2,h,999000.0,9.9,1.0,1.0,-37.7306,144.9357,Northern Metropolitan,2017
Pascoe Vale,3,h,800000.0,9.9,1.0,0.0,-37.7182,144.9506,Northern Metropolitan,2017
Pascoe Vale,4,h,800000.0,9.9,1.0,1.0,-37.7278,144.9463,Northern Metropolitan,2017
Pascoe Vale,3,h,806000.0,9.9,1.0,1.0,-37.7253,144.9467,Northern Metropolitan,2017
Pascoe Vale,4,h,770000.0,9.9,1.0,2.0,-37.7195,144.9456,Northern Metropolitan,2017
Pascoe Vale,2,u,496000.0,9.9,1.0,1.0,-37.7218,144.9406,Northern Metropolitan,2017
Pascoe Vale,3,h,585000.0,9.9,1.0,1.0,-37.7243,144.9473,Northern Metropolitan,2017
Pascoe Vale,2,t,540000.0,9.9,1.0,2.0,-37.7217,144.924,Northern Metropolitan,2017
Pascoe Vale,3,h,708000.0,9.9,1.0,2.0,-37.7242,144.9424,Northern Metropolitan,2017
Pascoe Vale,2,u,497000.0,9.9,1.0,1.0,-37.7181,144.9322,Northern Metropolitan,2017
Pascoe Vale,3,h,800000.0,9.9,1.0,2.0,-37.7187,144.9433,Northern Metropolitan,2017
Pascoe Vale,4,h,1395000.0,9.9,3.0,4.0,-37.7302,144.9357,Northern Metropolitan,2017
Pascoe Vale,2,u,427500.0,9.9,1.0,1.0,-37.7216,144.9292,Northern Metropolitan,2017
Pascoe Vale,3,t,560000.0,9.9,2.0,1.0,-37.7177,144.9328,Northern Metropolitan,2017
Pascoe Vale,5,h,1410000.0,9.9,3.0,4.0,-37.7321,144.9353,Northern Metropolitan,2017
Pascoe Vale,2,t,520000.0,9.9,1.0,1.0,-37.7324,144.9377,Northern Metropolitan,2017
Pascoe Vale,3,h,1017500.0,9.9,1.0,1.0,-37.7303,144.9445,Northern Metropolitan,2017
Pascoe Vale,2,h,910000.0,9.9,1.0,3.0,-37.724,144.9447,Northern Metropolitan,2017
Pascoe Vale,5,h,958000.0,9.9,2.0,2.0,-37.7328,144.9281,Northern Metropolitan,2017
Pascoe Vale,3,h,770000.0,9.9,1.0,1.0,-37.7186,144.9318,Northern Metropolitan,2017
Port Melbourne,3,h,1400000.0,3.8,3.0,0.0,-37.8368,144.9463,Southern Metropolitan,2017
Port Melbourne,2,u,520000.0,3.8,1.0,1.0,-37.8415,144.9412,Southern Metropolitan,2017
Port Melbourne,2,h,1332000.0,3.8,1.0,2.0,-37.8366,144.923,Southern Metropolitan,2017
Port Melbourne,2,h,801000.0,3.8,2.0,1.0,-37.84,144.939,Southern Metropolitan,2017
Port Melbourne,3,h,2400000.0,3.8,2.0,2.0,-37.8323,144.9463,Southern Metropolitan,2017
Port Melbourne,2,u,575000.0,3.8,1.0,1.0,-37.841,144.9386,Southern Metropolitan,2017
Port Melbourne,2,u,950000.0,3.8,2.0,1.0,-37.8392,144.9257,Southern Metropolitan,2017
Port Melbourne,2,u,730000.0,3.8,1.0,1.0,-37.842,144.9413,Southern Metropolitan,2017
Port Melbourne,2,u,1110000.0,3.8,2.0,1.0,-37.8427,144.9378,Southern Metropolitan,2017
Port Melbourne,2,u,2250000.0,3.8,2.0,2.0,-37.8444,144.9421,Southern Metropolitan,2017
Port Melbourne,4,h,2700000.0,3.8,3.0,2.0,-37.8346,144.9358,Southern Metropolitan,2017
Port Melbourne,4,h,1375000.0,3.8,1.0,1.0,-37.833,144.9377,Southern Metropolitan,2017
Port Melbourne,2,u,600000.0,3.8,1.0,1.0,-37.8443,144.9442,Southern Metropolitan,2017
Port Melbourne,2,u,1030000.0,3.8,2.0,2.0,-37.8424,144.9449,Southern Metropolitan,2017
Prahran,3,h,1251000.0,4.5,1.0,0.0,-37.851,145.0055,Southern Metropolitan,2017
Prahran,2,h,1305000.0,4.5,1.0,1.0,-37.8551,145.0058,Southern Metropolitan,2017
Prahran,1,u,550000.0,4.5,1.0,1.0,-37.8516,144.9943,Southern Metropolitan,2017
Prahran,2,u,645000.0,4.5,1.0,1.0,-37.8513,144.9943,Southern Metropolitan,2017
Prahran,2,u,550000.0,4.5,1.0,1.0,-37.8542,145.0024,Southern Metropolitan,2017
Prahran,1,u,410000.0,4.5,1.0,1.0,-37.8529,145.0103,Southern Metropolitan,2017
Prahran,2,u,690000.0,4.5,2.0,2.0,-37.8597,145.0093,Southern Metropolitan,2017
Prahran,2,u,630000.0,4.5,1.0,1.0,-37.8538,145.0088,Southern Metropolitan,2017
Prahran,2,u,685000.0,4.5,1.0,1.0,-37.8508,144.9874,Southern Metropolitan,2017
Prahran,2,u,570000.0,4.5,1.0,1.0,-37.8489,144.9903,Southern Metropolitan,2017
Prahran,1,h,860000.0,4.5,1.0,0.0,-37.8508,145.0051,Southern Metropolitan,2017
Prahran,3,h,880000.0,4.5,1.0,0.0,-37.859,145.0038,Southern Metropolitan,2017
Prahran,2,u,475000.0,4.5,1.0,1.0,-37.8519,144.9948,Southern Metropolitan,2017
Prahran,2,u,888000.0,4.5,1.0,1.0,-37.849,145.0088,Southern Metropolitan,2017
Preston,2,u,413000.0,8.8,1.0,1.0,-37.7499,145.0031,Northern Metropolitan,2017
Preston,3,h,1190000.0,8.8,2.0,2.0,-37.736,145.0033,Northern Metropolitan,2017
Preston,2,h,2000000.0,8.8,1.0,2.0,-37.7424,145.0026,Northern Metropolitan,2017
Preston,3,h,1045000.0,8.8,1.0,2.0,-37.7505,144.991,Northern Metropolitan,2017
Preston,3,h,1121000.0,8.8,2.0,3.0,-37.7438,144.9971,Northern Metropolitan,2017
Preston,3,u,715000.0,8.8,1.0,1.0,-37.7317,145.0083,Northern Metropolitan,2017
Preston,4,h,1200000.0,8.8,3.0,2.0,-37.731,145.0115,Northern Metropolitan,2017
Preston,3,h,917500.0,8.8,2.0,2.0,-37.7336,145.0022,Northern Metropolitan,2017
Preston,4,h,770000.0,8.8,1.0,1.0,-37.7386,145.0234,Northern Metropolitan,2017
Preston,3,h,800000.0,8.8,2.0,2.0,-37.7334,144.9873,Northern Metropolitan,2017
Preston,4,h,1075000.0,8.8,1.0,2.0,-37.7506,144.99,Northern Metropolitan,2017
Preston,3,h,1015000.0,8.8,2.0,1.0,-37.7377,144.9911,Northern Metropolitan,2017
Preston,3,t,880000.0,8.8,2.0,2.0,-37.7506,145.0185,Northern Metropolitan,2017
Preston,3,h,1020000.0,8.8,2.0,2.0,-37.7353,145.0232,Northern Metropolitan,2017
Preston,3,h,1000000.0,8.8,1.0,3.0,-37.7373,144.9864,Northern Metropolitan,2017
Preston,3,h,1010000.0,8.8,0.0,0.0,-37.7336,145.0168,Northern Metropolitan,2017
Preston,4,h,1110000.0,8.8,1.0,2.0,-37.7489,144.9861,Northern Metropolitan,2017
Preston,2,h,800000.0,8.8,1.0,1.0,-37.7356,145.0087,Northern Metropolitan,2017
Preston,3,h,910000.0,8.8,1.0,1.0,-37.7341,145.0275,Northern Metropolitan,2017
Preston,3,h,1215000.0,8.8,1.0,1.0,-37.7452,145.0192,Northern Metropolitan,2017
Preston,2,h,2300000.0,8.8,1.0,2.0,-37.7424,145.0026,Northern Metropolitan,2017
Preston,2,h,1108000.0,8.8,1.0,0.0,-37.7521,145.0071,Northern Metropolitan,2017
Preston,3,h,801000.0,8.8,1.0,2.0,-37.7305,144.9856,Northern Metropolitan,2017
Preston,3,h,1010000.0,8.8,1.0,2.0,-37.7341,145.0096,Northern Metropolitan,2017
Preston,3,h,690000.0,8.8,1.0,2.0,-37.7536,145.0191,Northern Metropolitan,2017
Preston,2,h,630000.0,8.8,1.0,1.0,-37.7442,144.9958,Northern Metropolitan,2017
Preston,3,h,1100000.0,8.8,2.0,4.0,-37.7344,145.0208,Northern Metropolitan,2017
Preston,3,h,1055000.0,8.8,1.0,2.0,-37.7288,144.9849,Northern Metropolitan,2017
Preston,2,u,560000.0,8.8,1.0,2.0,-37.7362,144.9885,Northern Metropolitan,2017
Preston,1,u,385000.0,8.8,1.0,1.0,-37.7316,145.0201,Northern Metropolitan,2017
Reservoir,4,h,741000.0,11.2,1.0,2.0,-37.7148,145.019,Northern Metropolitan,2017
Reservoir,3,h,725000.0,11.2,1.0,1.0,-37.7039,145.0226,Northern Metropolitan,2017
Reservoir,3,u,615000.0,11.2,1.0,2.0,-37.7018,145.0134,Northern Metropolitan,2017
Reservoir,2,u,406000.0,11.2,1.0,1.0,-37.7093,145.0083,Northern Metropolitan,2017
Reservoir,3,h,1010000.0,11.2,1.0,2.0,-37.7258,145.0113,Northern Metropolitan,2017
Reservoir,2,h,852000.0,11.2,1.0,2.0,-37.712,145.0205,Northern Metropolitan,2017
Reservoir,3,h,595000.0,11.2,1.0,1.0,-37.7152,144.9817,Northern Metropolitan,2017
Reservoir,3,h,665000.0,11.2,1.0,2.0,-37.6982,145.0043,Northern Metropolitan,2017
Reservoir,3,u,631000.0,11.2,1.0,1.0,-37.714,145.007,Northern Metropolitan,2017
Reservoir,4,h,905000.0,11.2,2.0,2.0,-37.7074,145.0276,Northern Metropolitan,2017
Reservoir,5,h,845000.0,11.2,2.0,2.0,-37.7114,145.021,Northern Metropolitan,2017
Reservoir,3,t,815000.0,11.2,2.0,2.0,-37.7085,145.018,Northern Metropolitan,2017
Reservoir,4,h,770000.0,11.2,3.0,3.0,-37.701,144.9993,Northern Metropolitan,2017
Reservoir,2,h,935000.0,11.2,1.0,1.0,-37.7269,144.988,Northern Metropolitan,2017
Reservoir,3,h,610000.0,11.2,1.0,2.0,-37.7054,144.9945,Northern Metropolitan,2017
Reservoir,4,h,678500.0,11.2,1.0,2.0,-37.6987,145.0203,Northern Metropolitan,2017
Reservoir,2,h,861500.0,11.2,1.0,1.0,-37.721,145.016,Northern Metropolitan,2017
Reservoir,3,h,801000.0,11.2,1.0,1.0,-37.7194,145.0015,Northern Metropolitan,2017
Reservoir,4,h,1150000.0,11.2,1.0,2.0,-37.7179,144.9908,Northern Metropolitan,2017
Reservoir,3,h,760000.0,11.2,2.0,2.0,-37.7236,144.9876,Northern Metropolitan,2017
Reservoir,2,u,490000.0,11.2,1.0,1.0,-37.6955,145.0097,Northern Metropolitan,2017
Reservoir,3,h,605000.0,11.2,1.0,2.0,-37.7068,145.0193,Northern Metropolitan,2017
Reservoir,2,t,652000.0,11.2,2.0,2.0,-37.7071,145.0108,Northern Metropolitan,2017
Reservoir,2,t,615000.0,11.2,1.0,1.0,-37.7199,145.0091,Northern Metropolitan,2017
Reservoir,1,u,407000.0,11.2,1.0,1.0,-37.7196,145.0092,Northern Metropolitan,2017
Reservoir,4,h,930000.0,11.2,1.0,3.0,-37.7205,145.0165,Northern Metropolitan,2017
Reservoir,3,t,741000.0,11.2,2.0,2.0,-37.7218,145.0231,Northern Metropolitan,2017
Reservoir,2,h,375000.0,11.2,1.0,1.0,-37.7091,145.0259,Northern Metropolitan,2017
Reservoir,4,h,1005000.0,11.2,2.0,5.0,-37.6947,144.9851,Northern Metropolitan,2017
Reservoir,4,h,800000.0,11.2,1.0,4.0,-37.7051,145.0331,Northern Metropolitan,2017
Reservoir,2,u,395000.0,11.2,1.0,1.0,-37.6986,145.024,Northern Metropolitan,2017
Reservoir,2,h,1025000.0,11.2,2.0,1.0,-37.7302,145.0129,Northern Metropolitan,2017
Reservoir,2,u,505000.0,11.2,1.0,1.0,-37.7216,145.0099,Northern Metropolitan,2017
Richmond,2,h,950000.0,2.6,1.0,0.0,-37.8191,144.9977,Northern Metropolitan,2017
Richmond,2,h,1110000.0,2.6,1.0,0.0,-37.8172,145.0053,Northern Metropolitan,2017
Richmond,2,t,950000.0,2.6,1.0,1.0,-37.8119,144.9947,Northern Metropolitan,2017
Richmond,2,u,1226000.0,2.6,1.0,1.0,-37.821,145.0054,Northern Metropolitan,2017
Richmond,1,u,500000.0,2.6,1.0,1.0,-37.817,144.9955,Northern Metropolitan,2017
Richmond,3,h,1214000.0,2.6,1.0,0.0,-37.8162,145.006,Northern Metropolitan,2017
Richmond,1,u,370000.0,2.6,1.0,1.0,-37.8183,144.9979,Northern Metropolitan,2017
Richmond,3,u,790000.0,2.6,1.0,1.0,-37.833,144.997,Northern Metropolitan,2017
Richmond,3,h,1400000.0,2.6,2.0,0.0,-37.8235,144.9963,Northern Metropolitan,2017
Richmond,2,u,500000.0,2.6,1.0,1.0,-37.8175,144.9974,Northern Metropolitan,2017
Richmond,2,t,1090000.0,2.6,2.0,1.0,-37.8151,145.0003,Northern Metropolitan,2017
Richmond,3,h,1785000.0,2.6,1.0,0.0,-37.8221,144.9964,Northern Metropolitan,2017
Richmond,2,u,560000.0,2.6,1.0,1.0,-37.822,145.0104,Northern Metropolitan,2017
Richmond,2,u,690000.0,2.6,2.0,1.0,-37.825,144.9976,Northern Metropolitan,2017
Richmond,2,h,1050000.0,2.6,1.0,0.0,-37.817,145.0058,Northern Metropolitan,2017
Richmond,3,h,2060000.0,2.6,2.0,1.0,-37.8161,145.0037,Northern Metropolitan,2017
Richmond,2,h,860000.0,2.6,1.0,0.0,-37.8108,144.9955,Northern Metropolitan,2017
Richmond,3,t,1052000.0,2.6,1.0,2.0,-37.8221,144.9988,Northern Metropolitan,2017
Richmond,3,h,3000000.0,2.6,2.0,7.0,-37.8213,144.9948,Northern Metropolitan,2017
Richmond,3,h,1330000.0,2.6,1.0,1.0,-37.8264,145.0123,Northern Metropolitan,2017
Richmond,2,u,630000.0,2.6,2.0,1.0,-37.8183,144.9979,Northern Metropolitan,2017
Richmond,2,h,1210000.0,2.6,1.0,0.0,-37.8226,145.0064,Northern Metropolitan,2017
Richmond,1,h,911000.0,2.6,1.0,0.0,-37.8259,145.0107,Northern Metropolitan,2017
Richmond,3,h,1590000.0,2.6,1.0,1.0,-37.8225,145.0096,Northern Metropolitan,2017
Rosanna,4,h,1380000.0,11.4,2.0,2.0,-37.7334,145.0631,Eastern Metropolitan,2017
Rosanna,4,h,1150000.0,11.4,1.0,2.0,-37.7438,145.0769,Eastern Metropolitan,2017
Rosanna,4,h,1160000.0,11.4,2.0,2.0,-37.7323,145.0692,Eastern Metropolitan,2017
Rosanna,2,u,615000.0,11.4,1.0,1.0,-37.7437,145.0729,Eastern Metropolitan,2017
Rosanna,3,h,940000.0,11.4,2.0,2.0,-37.7399,145.0681,Eastern Metropolitan,2017
Seddon,2,h,665000.0,6.6,1.0,0.0,-37.8026,144.8882,Western Metropolitan,2017
Seddon,3,h,950000.0,6.6,1.0,0.0,-37.8077,144.8883,Western Metropolitan,2017
Seddon,2,h,1085000.0,6.6,1.0,2.0,-37.8052,144.8879,Western Metropolitan,2017
Seddon,3,h,847000.0,6.6,1.0,1.0,-37.8053,144.8967,Western Metropolitan,2017
Seddon,2,h,785000.0,6.6,1.0,1.0,-37.8046,144.891,Western Metropolitan,2017
South Melbourne,3,h,2240000.0,2.1,2.0,1.0,-37.8395,144.9489,Southern Metropolitan,2017
South Melbourne,3,h,2050000.0,2.1,2.0,1.0,-37.8373,144.9527,Southern Metropolitan,2017
South Melbourne,1,u,460000.0,2.1,1.0,1.0,-37.8344,144.9581,Southern Metropolitan,2017
South Melbourne,2,u,650000.0,2.1,1.0,0.0,-37.8353,144.9599,Southern Metropolitan,2017
South Melbourne,2,t,1100000.0,2.1,1.0,1.0,-37.8351,144.964,Southern Metropolitan,2017
South Melbourne,3,h,1820000.0,2.1,1.0,1.0,-37.8365,144.9497,Southern Metropolitan,2017
South Melbourne,3,h,1780000.0,2.1,2.0,2.0,-37.837,144.9585,Southern Metropolitan,2017
South Melbourne,2,h,1024000.0,2.1,1.0,0.0,-37.8355,144.9675,Southern Metropolitan,2017
South Melbourne,3,u,680000.0,2.1,2.0,2.0,-37.8309,144.9686,Southern Metropolitan,2017
South Melbourne,2,h,1150000.0,2.1,1.0,1.0,-37.836,144.9638,Southern Metropolitan,2017
South Melbourne,3,u,710000.0,2.1,2.0,2.0,-37.8319,144.9682,Southern Metropolitan,2017
South Yarra,3,u,1320000.0,3.3,2.0,2.0,-37.8398,144.9945,Southern Metropolitan,2017
South Yarra,1,u,537000.0,3.3,1.0,1.0,-37.8361,144.9966,Southern Metropolitan,2017
South Yarra,2,u,800000.0,3.3,2.0,2.0,-37.8361,144.9966,Southern Metropolitan,2017
South Yarra,1,u,410000.0,3.3,1.0,0.0,-37.8378,144.9883,Southern Metropolitan,2017
South Yarra,2,u,499000.0,3.3,1.0,1.0,-37.8452,145.0001,Southern Metropolitan,2017
South Yarra,2,h,1214000.0,3.3,1.0,0.0,-37.8454,144.9891,Southern Metropolitan,2017
South Yarra,2,u,485000.0,3.3,1.0,0.0,-37.8406,145.0035,Southern Metropolitan,2017
South Yarra,3,u,920000.0,3.3,1.0,1.0,-37.836,144.9782,Southern Metropolitan,2017
South Yarra,2,u,615000.0,3.3,1.0,1.0,-37.837,144.9907,Southern Metropolitan,2017
South Yarra,2,u,642000.0,3.3,1.0,1.0,-37.8422,144.9855,Southern Metropolitan,2017
South Yarra,3,t,3475000.0,3.3,3.0,1.0,-37.8366,144.9882,Southern Metropolitan,2017
South Yarra,2,h,1710000.0,3.3,2.0,0.0,-37.8433,145.0024,Southern Metropolitan,2017
South Yarra,2,u,851000.0,3.3,1.0,1.0,-37.8471,145.0019,Southern Metropolitan,2017
South Yarra,3,t,2030000.0,3.3,2.0,2.0,-37.8428,144.9877,Southern Metropolitan,2017
South Yarra,2,h,1405000.0,3.3,1.0,0.0,-37.8424,144.9867,Southern Metropolitan,2017
South Yarra,2,u,850000.0,3.3,2.0,2.0,-37.8361,144.9966,Southern Metropolitan,2017
South Yarra,2,u,792500.0,3.3,1.0,1.0,-37.8383,144.9995,Southern Metropolitan,2017
South Yarra,2,t,880000.0,3.3,2.0,2.0,-37.8437,144.9869,Southern Metropolitan,2017
South Yarra,1,u,390500.0,3.3,1.0,0.0,-37.8354,144.984,Southern Metropolitan,2017
South Yarra,3,u,2050000.0,3.3,2.0,2.0,-37.8446,144.9844,Southern Metropolitan,2017
South Yarra,2,u,595000.0,3.3,1.0,2.0,-37.8447,145.0037,Southern Metropolitan,2017
St Kilda,1,u,346000.0,6.1,1.0,1.0,-37.8585,144.983,Southern Metropolitan,2017
St Kilda,1,u,520000.0,6.1,1.0,1.0,-37.8644,144.9741,Southern Metropolitan,2017
St Kilda,1,u,320000.0,6.1,1.0,1.0,-37.8607,144.9873,Southern Metropolitan,2017
St Kilda,2,u,610500.0,6.1,2.0,1.0,-37.8709,144.9807,Southern Metropolitan,2017
St Kilda,1,u,350000.0,6.1,1.0,1.0,-37.8585,144.9884,Southern Metropolitan,2017
St Kilda,2,h,1120000.0,6.1,1.0,0.0,-37.8661,144.9802,Southern Metropolitan,2017
St Kilda,2,t,1077000.0,6.1,1.0,1.0,-37.8636,144.9749,Southern Metropolitan,2017
St Kilda,2,h,1301000.0,6.1,1.0,1.0,-37.8658,144.9774,Southern Metropolitan,2017
St Kilda,2,h,1440000.0,6.1,1.0,2.0,-37.8658,144.9795,Southern Metropolitan,2017
St Kilda,2,u,680000.0,6.1,1.0,0.0,-37.859,144.9816,Southern Metropolitan,2017
St Kilda,3,h,1361000.0,6.1,1.0,0.0,-37.8635,144.991,Southern Metropolitan,2017
St Kilda,3,u,1000000.0,6.1,1.0,0.0,-37.8718,144.9767,Southern Metropolitan,2017
St Kilda,2,u,902000.0,6.1,1.0,1.0,-37.8624,144.9823,Southern Metropolitan,2017
St Kilda,3,u,1190000.0,6.1,1.0,1.0,-37.8623,144.9772,Southern Metropolitan,2017
St Kilda,2,h,920000.0,6.1,1.0,0.0,-37.8579,144.9844,Southern Metropolitan,2017
St Kilda,2,u,482000.0,6.1,1.0,1.0,-37.857,144.9867,Southern Metropolitan,2017
St Kilda,4,h,2260000.0,6.1,2.0,1.0,-37.8729,144.9794,Southern Metropolitan,2017
Strathmore,4,h,810000.0,9.7,1.0,1.0,-37.7199,144.9044,Western Metropolitan,2017
Strathmore,3,h,1021000.0,9.7,2.0,2.0,-37.7229,144.9055,Western Metropolitan,2017
Strathmore,3,t,925000.0,9.7,3.0,1.0,-37.7345,144.9228,Western Metropolitan,2017
Strathmore,5,h,910000.0,9.7,2.0,2.0,-37.7189,144.9044,Western Metropolitan,2017
Strathmore,3,h,900000.0,9.7,1.0,2.0,-37.7192,144.9045,Western Metropolitan,2017
Strathmore,3,h,995000.0,9.7,2.0,3.0,-37.7296,144.9225,Western Metropolitan,2017
Strathmore,5,h,1150000.0,9.7,2.0,2.0,-37.7253,144.9146,Western Metropolitan,2017
Sunshine,3,h,940000.0,12.6,2.0,2.0,-37.7966,144.8256,Western Metropolitan,2017
Sunshine,4,h,726000.0,12.6,2.0,0.0,-37.7866,144.8458,Western Metropolitan,2017
Sunshine,3,h,950000.0,12.6,1.0,1.0,-37.7918,144.8419,Western Metropolitan,2017
Sunshine,4,h,760000.0,12.6,1.0,5.0,-37.7867,144.8437,Western Metropolitan,2017
Sunshine,4,h,990000.0,12.6,1.0,6.0,-37.7803,144.8415,Western Metropolitan,2017
Sunshine,3,h,651500.0,12.6,1.0,1.0,-37.7988,144.822,Western Metropolitan,2017
Sunshine,4,h,970000.0,12.6,1.0,4.0,-37.785,144.8383,Western Metropolitan,2017
Sunshine,3,h,841000.0,12.6,1.0,2.0,-37.7811,144.8373,Western Metropolitan,2017
Sunshine,3,h,710000.0,12.6,1.0,0.0,-37.7875,144.8456,Western Metropolitan,2017
Sunshine,3,h,840000.0,12.6,1.0,1.0,-37.7894,144.8383,Western Metropolitan,2017
Sunshine,3,h,660000.0,12.6,2.0,2.0,-37.7954,144.8246,Western Metropolitan,2017
Sunshine,3,h,692000.0,12.6,1.0,1.0,-37.7868,144.8428,Western Metropolitan,2017
Sunshine North,3,h,830000.0,13.3,1.0,2.0,-37.7743,144.8446,Western Metropolitan,2017
